This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
51513	big-bass	j	30	0.72
51520	self-portraiture	n	32	0.68
51527	post-Olympic	j	32	0.68
51534	American-educated	j	27	0.80
51541	uncontainable	j	27	0.80
51548	bottled-up	j	27	0.80
51555	faille	n	29	0.75
51562	bear-proof	j	29	0.75
51569	free-swimming	j	31	0.70
51576	shiso	n	32	0.68
51583	one-click	j	30	0.72
51590	compulsiveness	n	28	0.77
51597	neutralizing	n	28	0.77
51604	bollard	n	28	0.77
51611	curled-up	j	28	0.77
51618	systematization	n	35	0.62
51625	leukotriene	n	40	0.54
51632	bedded	j	29	0.74
51639	electromyography	n	31	0.69
51646	reprieve	v	27	0.80
51653	neurasthenic	j	27	0.80
51660	better-equipped	j	27	0.80
51667	sung	j	27	0.80
51674	independence-minded	j	30	0.72
51681	impassivity	n	27	0.80
51688	acequia	n	44	0.49
51695	out-of-this-world	j	28	0.77
51702	indigence	n	28	0.77
51709	free-time	j	38	0.56
51716	trackside	n	29	0.74
51723	downloading	j	30	0.71
51730	broker-dealer	n	51	0.42
51737	Revisionist	j	31	0.69
51744	centralist	n	32	0.67
51751	posing	j	27	0.79
51758	piled-up	j	27	0.79
51765	big-screen	n	27	0.79
51772	post-intervention	j	33	0.65
51779	fuzzily	r	28	0.76
51786	girls-only	j	28	0.76
51793	tension-filled	j	28	0.76
51800	heavy-lift	j	29	0.73
51807	unwired	j	29	0.73
51814	non-athlete	j	31	0.69
51821	Parthian	j	50	0.42
51828	profit-making	n	27	0.78
51835	sheathed	j	29	0.73
51842	supercharge	v	28	0.75
51849	fastest-selling	j	28	0.75
51856	purgative	j	28	0.75
51863	incorruptibility	n	27	0.78
51870	mutagenic	j	27	0.78
51877	sulking	j	27	0.78
51884	big-city	n	27	0.78
51891	lipped	j	26	0.81
51898	surcoat	n	34	0.62
51905	recounted	j	35	0.60
51912	ticketing	n	31	0.68
51919	passive	n	29	0.72
51926	two-three	m	28	0.75
51933	brusqueness	n	28	0.75
51940	deflator	n	33	0.64
51947	heedlessness	n	27	0.78
51954	premiere	j	27	0.78
51961	gastronome	n	27	0.78
51968	ravel	v	27	0.78
51975	ground-hugging	j	27	0.78
51982	eleven-year	j	26	0.80
51989	tunnel-like	j	26	0.80
51996	sleeved	j	26	0.80
52003	mid-2004	m	30	0.70
52010	sandpit	n	29	0.72
52017	malamute	n	29	0.72
52024	lavishness	n	26	0.80
52031	tearless	j	28	0.74
52038	team-first	j	28	0.74
52045	free-flying	j	28	0.74
52052	apparat	n	31	0.67
52059	female-to-male	j	30	0.69
52066	tax-writing	j	27	0.77
52073	moon-like	j	27	0.77
52080	fishwife	n	27	0.77
52087	three-state	j	27	0.77
52094	first-edition	j	27	0.77
52101	gin-and-tonic	n	32	0.65
52108	sabra	n	29	0.72
52115	two-cycle	j	31	0.67
52122	right-brain	j	26	0.80
52129	weight-conscious	j	26	0.80
52136	career-making	j	26	0.80
52143	edibility	n	33	0.63
52150	tomato-basil	j	28	0.74
52157	biomolecular	j	28	0.74
52164	iodized	j	35	0.59
52171	urban-industrial	j	30	0.69
52178	arthroscopy	n	32	0.65
52185	orbital	n	36	0.57
52192	Indian-American	j	27	0.76
52199	anal-retentive	j	27	0.76
52206	high-IQ	j	29	0.71
52213	inter-individual	j	31	0.67
52220	ethno-political	j	36	0.57
52227	rod-shaped	j	28	0.73
52234	grapeseed	n	35	0.59
52241	self-anointed	j	26	0.79
52248	cellophane-wrapped	j	26	0.79
52255	piquancy	n	26	0.79
52262	quick-draw	j	26	0.79
52269	coalescing	n	26	0.79
52276	low-vision	j	31	0.66
52283	clumping	n	26	0.79
52290	higher-energy	j	29	0.71
52297	attacked	j	37	0.55
52304	limited-production	j	27	0.76
52311	home-built	j	27	0.76
52318	humorlessly	r	27	0.76
52325	sectional	n	29	0.71
52332	passenger-car	j	30	0.68
52339	aseptically	r	31	0.66
52346	gazette	n	28	0.73
52353	eighth-grader	j	28	0.73
52360	three-guard	j	28	0.73
52367	hard-scrabble	j	25	0.82
52374	muskmelon	n	29	0.70
52381	Atlantean	j	47	0.43
52388	inner-ear	j	26	0.78
52395	distributing	j	26	0.78
52402	unpleasantry	n	26	0.78
52409	ineffably	r	26	0.78
52416	epiphanic	j	31	0.66
52423	pressure-packed	j	27	0.75
52430	benefactress	n	27	0.75
52437	picosecond	n	27	0.75
52444	achromatic	j	32	0.63
52451	chief-of-staff	n	28	0.72
52458	beechnut	n	29	0.70
52465	ozone-destroying	j	29	0.70
52472	school-community	j	30	0.68
52479	practicability	n	32	0.63
52486	fine-structure	j	44	0.46
52493	spookily	r	25	0.81
52500	jazzman	n	26	0.78
52507	once-sleepy	j	26	0.78
52514	tamely	r	26	0.78
52521	front-end	n	26	0.78
52528	soft-looking	j	27	0.75
52535	forty-sixth	m	27	0.75
52542	hormone-free	j	27	0.75
52549	housetop	n	27	0.75
52556	judged	j	28	0.72
52563	user-friendliness	n	28	0.72
52570	county-owned	j	29	0.70
52577	kabbalah	n	32	0.63
52584	nonvolatile	j	48	0.42
52591	rootworm	n	47	0.43
52598	masculine	n	26	0.77
52605	vintage-inspired	j	29	0.69
52612	saurian	j	28	0.72
52619	profanity-laced	j	27	0.74
52626	concubinage	n	27	0.74
52633	squeezer	n	26	0.77
52640	theorized	j	26	0.77
52647	wine-dark	j	26	0.77
52654	uncelebrated	j	26	0.77
52661	low-rider	j	26	0.77
52668	off-off-Broadway	j	25	0.80
52675	revengeful	j	25	0.80
52682	cramping	j	25	0.80
52689	interfacial	j	29	0.69
52696	mujahidin	n	35	0.57
52703	thiamine	n	33	0.60
52710	sumptuary	j	27	0.74
52717	blondness	n	27	0.74
52724	oiliness	n	27	0.74
52731	modern-dance	j	31	0.64
52738	stampeding	j	26	0.76
52745	odor-free	j	26	0.76
52752	self-storage	j	26	0.76
52759	double-cross	v	26	0.76
52766	government-provided	j	26	0.76
52773	forewing	n	29	0.68
52780	theory-driven	j	36	0.55
52787	milk-based	j	28	0.71
52794	cryopreservation	n	31	0.64
52801	well-told	j	25	0.79
52808	bible-thumping	j	25	0.79
52815	ethereally	r	25	0.79
52822	high-wire	n	25	0.79
52829	German-style	j	25	0.79
52836	four-hundred	m	25	0.79
52843	haredim	n	36	0.55
52850	rule-breaking	j	27	0.73
52857	surrounded	j	27	0.73
52864	trellised	j	27	0.73
52871	substitutability	n	29	0.68
52878	two-run	n	26	0.76
52885	schematize	v	26	0.76
52892	product-oriented	j	26	0.76
52899	too-bright	j	26	0.76
52906	roof-mounted	j	28	0.70
52913	spectroscopist	n	32	0.61
52920	chromodynamics	n	29	0.68
52927	penicillin-resistant	j	31	0.63
52934	guesser	n	27	0.73
52941	dark-gray	j	25	0.78
52948	exultantly	r	25	0.78
52955	welcome-home	j	25	0.78
52962	undeservedly	r	25	0.78
52969	badgering	n	25	0.78
52976	undiscriminating	j	25	0.78
52983	verbosity	n	25	0.78
52990	oligopolistic	j	30	0.65
52997	prickling	n	28	0.70
53004	osteogenesis	n	28	0.70
53011	dial-up	j	26	0.75
53018	yappy	j	26	0.75
53025	cordage	n	26	0.75
53032	dance-floor	j	26	0.75
53039	less-qualified	j	26	0.75
53046	weedbed	n	29	0.67
53053	heatwave	n	28	0.70
53060	stratigraphic	j	27	0.72
53067	unfathomably	r	24	0.81
53074	assayer	n	33	0.59
53081	nonperformance	n	28	0.69
53088	Moorish	n	25	0.78
53095	higher-speed	j	25	0.78
53102	bone-crunching	j	25	0.78
53109	redoubled	j	25	0.78
53116	antipathetic	j	25	0.78
53123	dog-and-pony	j	25	0.78
53130	art-filled	j	25	0.78
53137	human-sized	j	25	0.78
53144	griffon	n	45	0.43
53151	pachuco	n	30	0.65
53158	microbrewery	j	26	0.74
53165	continuing-education	j	26	0.74
53172	uncrowned	j	26	0.74
53179	medkit	n	31	0.62
53186	nasty-looking	j	27	0.72
53193	buckthorn	n	27	0.72
53200	wide-plank	j	28	0.69
53207	bike-friendly	j	28	0.69
53214	dimorphic	j	29	0.66
53221	pseudopod	n	36	0.53
53228	eight-and-a-half	m	24	0.80
53235	stifling	n	24	0.80
53242	carbonized	j	24	0.80
53249	he-man	n	25	0.77
53256	forbiddingly	r	25	0.77
53263	reticulated	j	25	0.77
53270	waste-management	j	25	0.77
53277	early-music	j	34	0.56
53284	babbitt	v	26	0.74
53291	masturbator	n	27	0.71
53298	outlawing	n	27	0.71
53305	doppler	n	36	0.53
53312	prearrangement	n	24	0.80
53319	fireback	n	40	0.48
53326	chutzpa	n	26	0.73
53333	mid-eighteenth-century	j	30	0.64
53340	Caledonian	j	28	0.68
53347	barbless	j	27	0.71
53354	pro-bono	j	26	0.73
53361	microscopist	n	26	0.73
53368	nibbler	n	26	0.73
53375	splay	n	25	0.76
53382	isinglass	n	25	0.76
53389	flautist	n	25	0.76
53396	touching	i	25	0.76
53403	slouching	j	25	0.76
53410	eight-foot-tall	j	24	0.79
53417	jangly	j	24	0.79
53424	erstwhile	r	24	0.79
53431	soft-voiced	j	24	0.79
53438	field-independent	j	38	0.50
53445	thermography	n	31	0.61
53452	proposer	n	29	0.65
53459	underline	n	27	0.70
53466	burl	v	28	0.68
53473	phaeton	n	27	0.70
53480	legal-sized	j	26	0.73
53487	dark-wood	j	26	0.73
53494	mazy	j	30	0.63
53501	backtalk	n	25	0.76
53508	modem-day	j	25	0.76
53515	kinked	j	25	0.76
53522	Texas-style	j	25	0.76
53529	witch-hunt	j	25	0.76
53536	capybara	n	25	0.76
53543	zygomatic	j	29	0.65
53550	cooperativeness	n	28	0.67
53557	blazon	v	24	0.78
53564	revolutionized	j	24	0.78
53571	capturing	n	24	0.78
53578	broken-off	j	24	0.78
53585	sated	j	24	0.78
53592	codebook	n	31	0.61
53599	Hispanic-owned	j	27	0.70
53606	incisional	j	38	0.49
53613	demonizing	n	26	0.72
53620	chip-in	n	26	0.72
53627	diesel-electric	j	26	0.72
53634	postnational	j	45	0.42
53641	lawn-mower	j	28	0.67
53648	counter-discourse	n	28	0.67
53655	churned	j	25	0.75
53662	then-governor	n	25	0.75
53669	thready	j	25	0.75
53676	hot-and-sour	j	25	0.75
53683	off-price	j	27	0.69
53690	horizontality	n	27	0.69
53697	triangulated	j	43	0.43
53704	two-engine	j	24	0.78
53711	top-hatted	j	24	0.78
53718	swingset	n	24	0.78
53725	vengefully	r	24	0.78
53732	blundering	j	24	0.78
53739	questionably	r	24	0.78
53746	shoulder-width	j	26	0.72
53753	fuel-saving	j	26	0.72
53760	eosinophilia	n	36	0.52
53767	hyperpigmentation	n	28	0.66
53774	histiocyte	n	34	0.55
53781	collimator	n	29	0.64
53788	braising	j	35	0.53
53795	man-shaped	j	25	0.74
53802	hairdryer	n	25	0.74
53809	high-occupancy	j	25	0.74
53816	creamware	n	32	0.58
53823	toll-free	r	28	0.66
53830	revenge	v	23	0.81
53837	unredeemable	j	23	0.81
53844	high-flow	j	26	0.71
53851	go-kart	j	26	0.71
53858	trade-up	n	29	0.64
53865	fractionation	n	27	0.68
53872	transcendentally	r	24	0.77
53879	earth-tone	j	24	0.77
53886	geometrics	n	24	0.77
53893	naturally-occurring	j	24	0.77
53900	wine-and-cheese	j	24	0.77
53907	sweet-scented	j	24	0.77
53914	politicizing	n	24	0.77
53921	transported	j	35	0.53
53928	trochanter	n	31	0.59
53935	single-line	j	25	0.74
53942	unstrung	j	29	0.63
53949	X-games	n	26	0.71
53956	entailment	n	27	0.68
53963	datastream	n	39	0.47
53970	abasement	n	23	0.80
53977	bronze-colored	j	23	0.80
53984	cramming	n	23	0.80
53991	pasting	n	24	0.76
53998	surrendered	j	24	0.76
54005	French-Canadian	n	24	0.76
54012	moment-by-moment	j	24	0.76
54019	government-industry	j	24	0.76
54026	life-prolonging	j	24	0.76
54033	Ashkenazic	j	39	0.47
54040	romanticist	n	25	0.73
54047	won-loss	j	25	0.73
54054	affordable-housing	j	26	0.70
54061	cross-racial	j	26	0.70
54068	ripcord	n	27	0.67
54075	diamond-like	j	28	0.65
54082	kafir	n	27	0.67
54089	samsara	n	26	0.70
54096	cedar-lined	j	26	0.70
54103	long-repressed	j	26	0.70
54110	livelong	n	25	0.72
54117	cotyledon	n	25	0.72
54124	specifiable	j	25	0.72
54131	queerly	r	24	0.75
54138	bandy-legged	j	24	0.75
54145	uncolored	j	24	0.75
54152	creepiness	n	24	0.75
54159	lower-density	j	24	0.75
54166	unshielded	j	24	0.75
54173	dissembling	j	23	0.79
54180	get-out-of-jail-free	j	23	0.79
54187	rotgut	n	23	0.79
54194	self-admitted	j	23	0.79
54201	clangor	n	23	0.79
54208	win-win-win	j	23	0.79
54215	reclaiming	n	23	0.79
54222	ephemeris	n	26	0.69
54229	summer-league	j	30	0.60
54236	recirculating	j	28	0.64
54243	nourished	j	26	0.69
54250	boat-building	j	26	0.69
54257	blow-dry	n	25	0.72
54264	electron-positron	j	25	0.72
54271	moon-faced	j	24	0.75
54278	grass	v	24	0.75
54285	earth-colored	j	24	0.75
54292	head-butting	j	24	0.75
54299	queasily	r	24	0.75
54306	Christ-centered	j	24	0.75
54313	dybbuk	n	37	0.48
54320	practical-minded	j	23	0.78
54327	sickle-shaped	j	23	0.78
54334	green-painted	j	23	0.78
54341	human-size	j	23	0.78
54348	maidenly	r	23	0.78
54355	snooper	n	23	0.78
54362	log-cabin	j	23	0.78
54369	sing-songy	j	23	0.78
54376	below-zero	j	23	0.78
54383	rheostat	n	24	0.74
54390	airshaft	n	26	0.69
54397	cioppino	n	24	0.74
54404	championship-caliber	j	25	0.71
54411	bottlebrush	n	25	0.71
54418	makeable	j	28	0.64
54425	propolis	n	45	0.39
54432	flattish	j	24	0.74
54439	mineshaft	n	24	0.74
54446	left-brain	j	24	0.74
54453	carfare	n	24	0.74
54460	orthopaedics	n	30	0.59
54467	content-area	j	35	0.51
54474	hydrolyzed	j	26	0.68
54481	informed-consent	j	28	0.63
54488	red-velvet	j	23	0.77
54495	villainess	n	23	0.77
54502	walloping	j	23	0.77
54509	clutter-free	j	23	0.77
54516	encircled	j	23	0.77
54523	ceramicist	n	23	0.77
54530	dark-suited	j	23	0.77
54537	slimeball	n	23	0.77
54544	sea-run	j	25	0.71
54551	steroidal	j	25	0.71
54558	oxidizing	j	25	0.71
54565	Eurasian	n	27	0.65
54572	contemporary-art	j	26	0.68
54579	deceived	j	26	0.68
54586	superglue	n	24	0.73
54593	zero-based	j	24	0.73
54600	lugged	j	24	0.73
54607	clathrate	n	37	0.48
54614	two-and-a-half-year	j	22	0.80
54621	navel-gazing	n	22	0.80
54628	homiletic	j	22	0.80
54635	wat	n	27	0.65
54642	cow-like	j	25	0.70
54649	half-second	n	21	0.83
54656	cackling	n	23	0.76
54663	steep-walled	j	23	0.76
54670	chuckling	n	23	0.76
54677	windsurf	v	23	0.76
54684	steam-driven	j	23	0.76
54691	passed-out	j	23	0.76
54698	macrocosmic	j	26	0.67
54705	work-site	j	24	0.73
54712	voltaic	j	24	0.73
54719	sniveling	j	24	0.73
54726	thumb-size	j	24	0.73
54733	possessory	j	27	0.65
54740	sidelock	n	28	0.62
54747	unknowability	n	25	0.70
54754	post-classical	j	29	0.60
54761	industrial-sized	j	22	0.79
54768	learnable	j	22	0.79
54775	gruelling	j	22	0.79
54782	church-like	j	22	0.79
54789	Moonie	j	27	0.64
54796	three-hole	j	23	0.75
54803	much-feared	j	23	0.75
54810	prewashed	j	23	0.75
54817	midland	n	23	0.75
54824	bathos	n	23	0.75
54831	fifty-ninth	m	23	0.75
54838	clumping	j	23	0.75
54845	cryonic	j	29	0.60
54852	restocking	n	24	0.72
54859	sultana	n	24	0.72
54866	devourer	n	25	0.69
54873	restorationist	n	45	0.38
54880	comprehensibility	n	25	0.69
54887	boarding-school	j	29	0.59
54894	pyromaniac	n	22	0.78
54901	weed-grown	j	22	0.78
54908	drive-time	j	22	0.78
54915	productivity-enhancing	j	22	0.78
54922	tear-filled	j	22	0.78
54929	thatch-roofed	j	22	0.78
54936	fumbled	j	22	0.78
54943	first-best	j	35	0.49
54950	fifty-odd	j	23	0.75
54957	flameproof	j	23	0.75
54964	bibb	n	23	0.75
54971	redirected	j	23	0.75
54978	draper	n	24	0.71
54985	tule	n	24	0.71
54992	big-breasted	j	25	0.69
54999	pharmacognosy	n	26	0.66
55006	internal-external	j	27	0.63
55013	Anti-Federalist	j	28	0.61
55020	mathematic	j	30	0.57
55027	ultraportable	j	34	0.50
55034	perjurious	j	38	0.45
55041	four-word	j	30	0.57
55048	medicament	n	38	0.45
55055	post-polio	j	26	0.65
55062	aft-facing	j	25	0.68
55069	high-output	j	24	0.71
55076	scratch-off	j	24	0.71
55083	tefillin	n	24	0.71
55090	fluoxetine	n	25	0.68
55097	Bengali	n	23	0.74
55104	creditably	r	23	0.74
55111	sarsaparilla	n	23	0.74
55118	urban-planning	j	23	0.74
55125	despoliation	n	23	0.74
55132	Republican-sponsored	j	23	0.74
55139	waste-to-energy	j	29	0.58
55146	two-passenger	j	22	0.77
55153	bright-pink	j	22	0.77
55160	tissue-thin	j	22	0.77
55167	puddled	j	22	0.77
55174	white-noise	j	22	0.77
55181	preciously	r	22	0.77
55188	smirky	j	22	0.77
55195	palooka	n	22	0.77
55202	neurobehavioral	j	26	0.65
55209	small-mindedness	n	21	0.80
55216	needs-based	j	25	0.67
55223	kerf	n	24	0.70
55230	single-species	j	24	0.70
55237	nosphere	n	41	0.41
55244	phylactery	n	32	0.53
55251	thermoregulation	n	27	0.62
55258	consubstantial	j	23	0.73
55265	seraph	n	23	0.73
55272	weaponless	j	23	0.73
55279	chinaberry	n	26	0.65
55286	canebrake	n	25	0.67
55293	concensus	n	22	0.76
55300	anti-science	j	22	0.76
55307	sixth-generation	j	22	0.76
55314	sweepingly	r	22	0.76
55321	kilohertz	n	22	0.76
55328	horseback-riding	j	22	0.76
55335	long-married	j	22	0.76
55342	market-clearing	j	27	0.62
55349	ruck	n	24	0.70
55356	antigenic	j	24	0.70
55363	oil-painting	j	26	0.64
55370	psychokinesis	n	28	0.59
55377	buffeting	j	21	0.79
55384	expended	j	21	0.79
55391	B-grade	j	21	0.79
55398	miasmic	j	23	0.72
55405	flush-mounted	j	23	0.72
55412	oppositionist	n	23	0.72
55419	apatosaurus	n	25	0.66
55426	non-pathological	j	25	0.66
55433	belatedness	n	31	0.54
55440	uploaded	j	26	0.64
55447	switcheroo	n	23	0.72
55454	pinging	j	24	0.69
55461	clay-like	j	22	0.75
55468	butterflied	j	22	0.75
55475	well-toned	j	22	0.75
55482	music-video	j	22	0.75
55489	submicroscopic	j	22	0.75
55496	southwestern-style	j	22	0.75
55503	free-swinging	j	22	0.75
55510	now-grown	j	22	0.75
55517	market-friendly	j	27	0.61
55524	red-state	j	25	0.66
55531	late-1800s	m	23	0.72
55538	unexcused	j	23	0.72
55545	Muslim-dominated	j	23	0.72
55552	paramagnetic	j	29	0.57
55559	anti-frizz	j	24	0.68
55566	post-coup	j	27	0.61
55573	straying	j	21	0.78
55580	dead-ended	j	21	0.78
55587	catnap	v	21	0.78
55594	abscessed	j	21	0.78
55601	old-timer	j	21	0.78
55608	patristics	n	35	0.47
55615	freeze-thaw	j	25	0.66
55622	zester	n	22	0.74
55629	conserver	n	22	0.74
55636	patent-infringement	j	22	0.74
55643	phoenix-like	j	22	0.74
55650	imploding	j	22	0.74
55657	east-side	j	22	0.74
55664	misting	j	22	0.74
55671	rearranging	n	21	0.78
55678	non-Amish	j	26	0.63
55685	bucko	n	23	0.71
55692	voided	j	23	0.71
55699	carless	j	23	0.71
55706	sucky	j	24	0.68
55713	lifesuit	n	33	0.49
55720	abstinent	n	34	0.48
55727	average-looking	j	21	0.77
55734	nugatory	j	21	0.77
55741	spectacled	j	21	0.77
55748	pro-football	j	21	0.77
55755	bejeezus	n	21	0.77
55762	computer-simulated	j	21	0.77
55769	well-furnished	j	21	0.77
55776	weightiness	n	21	0.77
55783	autoregressive	j	30	0.54
55790	frat-house	j	22	0.74
55797	flipping	r	22	0.74
55804	raja	n	22	0.74
55811	foreign-policy	n	22	0.74
55818	team-taught	j	22	0.74
55825	self-incriminating	j	23	0.70
55832	subsea	j	23	0.70
55839	enfranchised	j	23	0.70
55846	co-creation	n	24	0.67
55853	deprogrammer	n	25	0.65
55860	abstinence-based	j	27	0.60
55867	cleanout	n	28	0.58
55874	nonpoor	n	28	0.57
55881	gender-free	j	31	0.52
55888	paddlewheel	n	24	0.67
55895	skald	n	35	0.46
55902	dreamworld	n	23	0.70
55909	beriberi	n	22	0.73
55916	plasterwork	n	22	0.73
55923	race-blind	j	22	0.73
55930	punning	n	22	0.73
55937	ransacked	j	21	0.76
55944	officiously	r	21	0.76
55951	pop-eyed	j	21	0.76
55958	writer/producer	n	21	0.76
55965	upsweep	n	21	0.76
55972	after-dark	j	21	0.76
55979	self-exile	n	21	0.76
55986	green-gray	j	21	0.76
55993	impaled	j	21	0.76
56000	non-emotional	j	20	0.80
56007	standard-definition	j	26	0.61
56014	type-2	j	35	0.45
56021	organisational	j	24	0.66
56028	dogmatics	n	27	0.59
56035	developing-world	j	23	0.69
56042	post-debate	j	23	0.69
56049	faggy	j	22	0.72
56056	drifted	j	22	0.72
56063	pro-apartheid	j	22	0.72
56070	two-semester	j	22	0.72
56077	misspeak	v	22	0.72
56084	trade-show	j	25	0.63
56091	ex-general	n	21	0.75
56098	refit	n	21	0.75
56105	paper-like	j	21	0.75
56112	sniffling	n	21	0.75
56119	fire-control	j	21	0.75
56126	reimposition	n	21	0.75
56133	three-and-a-half-hour	j	21	0.75
56140	gob	v	21	0.75
56147	six-pointed	j	21	0.75
56154	land-line	j	21	0.75
56161	three-line	j	24	0.66
56168	decile	n	26	0.61
56175	disembarkation	n	23	0.68
56182	turtledove	n	23	0.68
56189	perspective-taking	j	47	0.33
56196	child-raising	n	20	0.79
56203	disc-shaped	j	20	0.79
56210	spike-heeled	j	20	0.79
56217	triploid	j	25	0.63
56224	point-guard	j	22	0.71
56231	vanload	n	22	0.71
56238	street-legal	j	22	0.71
56245	six-step	j	22	0.71
56252	caricatural	j	22	0.71
56259	coccus	n	24	0.65
56266	peak-to-peak	j	37	0.42
56273	land-mine	j	21	0.74
56280	shallow-rooted	j	21	0.74
56287	thirty-ninth	m	21	0.74
56294	beaky	j	21	0.74
56301	probing	n	21	0.74
56308	highly-skilled	j	21	0.74
56315	surfeit	v	21	0.74
56322	nailer	n	23	0.68
56329	e-learning	j	23	0.68
56336	phlogiston	n	25	0.62
56343	microcode	n	27	0.58
56350	bioregional	j	26	0.60
56357	sacralization	n	24	0.65
56364	subsidizing	j	22	0.71
56371	unspecialized	j	22	0.71
56378	plastic-surgery	j	22	0.71
56385	search-engine	j	22	0.71
56392	oysterman	n	49	0.32
56399	typicality	n	25	0.62
56406	cig	n	20	0.77
56413	half-bad	j	20	0.77
56420	fact-checking	j	20	0.77
56427	seven-foot-tall	j	20	0.77
56434	chock-a-block	j	20	0.77
56441	in-progress	j	20	0.77
56448	refurnish	v	20	0.77
56455	dissembler	n	20	0.77
56462	krater	n	23	0.67
56469	breading	n	21	0.74
56476	agglutination	n	24	0.64
56483	Linnean	j	24	0.64
56490	quarreling	n	21	0.73
56497	kleptomaniac	n	21	0.73
56504	best-studied	j	21	0.73
56511	bill-paying	j	21	0.73
56518	sapwood	n	21	0.73
56525	conventionalism	n	28	0.55
56532	late-19th	m	22	0.70
56539	master's-level	j	22	0.70
56546	patenting	j	22	0.70
56553	female-female	j	32	0.48
56560	monological	j	23	0.67
56567	unpresidential	j	23	0.67
56574	behavioristic	j	23	0.67
56581	foetus	n	28	0.55
56588	leukaemia	n	54	0.28
56595	business-minded	j	20	0.76
56602	one-and-only	j	20	0.76
56609	second-chance	j	20	0.76
56616	piping-hot	j	20	0.76
56623	six-decade	j	20	0.76
56630	orneriness	n	20	0.76
56637	blissed-out	j	20	0.76
56644	pig-like	j	20	0.76
56651	bummed	j	20	0.76
56658	unmodulated	j	20	0.76
56665	team-teaching	j	30	0.51
56672	jazzed	j	21	0.73
56679	tail-end	n	21	0.73
56686	pre-holiday	j	21	0.73
56693	singable	j	21	0.73
56700	inextinguishable	j	21	0.73
56707	sleepwear	n	20	0.76
56714	if-then	j	22	0.69
56721	robbin	n	22	0.69
56728	interdict	n	30	0.51
56735	use-value	n	23	0.66
56742	Scythian	n	24	0.63
56749	independent-counsel	j	32	0.47
56756	peroneal	j	44	0.34
56763	drug-enforcement	j	30	0.50
56770	point-source	j	23	0.66
56777	tax-shelter	j	23	0.66
56784	sweet-hot	j	22	0.68
56791	Appian	j	22	0.68
56798	majority-white	j	22	0.68
56805	Moldavian	j	27	0.56
56812	women-specific	j	21	0.72
56819	seismological	j	21	0.72
56826	Middle-Eastern	j	21	0.72
56833	checkable	j	39	0.39
56840	note-taker	n	20	0.75
56847	red-flag	j	20	0.75
56854	unexpurgated	j	20	0.75
