四六级,主词,衍生词,COCA衍生词
六,shrewd,,
四,shrimp,,
四,shrink,,
六,shrub,shrubbery,
四,shrug,,
四,shut,,
四,shuttle,,
四,shy,shyness;shyly,
四,sick,sicken,sickness(高考)
四,side,,
四,sideways,,
四,siege,,
四,sigh,,
四,sight,,
四,sightseeing,,
四,sign,signature,
四,signal,,
四,significant,significance,significantly(COCA/高中)
六,signify,,
四,silent,silence,silently
四,silicon,,
四,silk,silky,
四,silver,silvery,
四,similar,similarity,similarly
四,simple,simplicity;simplify;simply,
六,simulate,simulation,
六,simultaneous,,simultaneously
四,sin,,
四,since,,
四,sincere,sincerity,sincerely(高考)
四,sing,singer,singing
四,single,,
四,singular,singularity,
六,sinister,,
四,sink,,
四,sip,,
四,sir,,
四,sister,,
四,sit,sitting,sat
四,site,,
四,situate,situated,
四,situation,,
四,six,,sixth(高考)
四,sixteen,,sixteenth(高考)
四,sixty,,sixtieth(高考)
四,size,sizable,
四,skate,skating,
四,skeleton,,
六,skeptical/sceptical,skeptic/sceptic;skepticism/scepticism,
四,sketch,sketchy,
四,ski,skiing,skier
四,skill,skil(l)ful;skilled,
六,skim,,
四,skin,skinny,
四,skip,,
四,skirt,,
六,skull,,
四,sky,,
四,skyline,,
四,skyscraper,,
六,slack,,
六,slam,,
四,slap,,
六,slash,,
六,slaughter,,
四,slave,slavery,
四,sleep,sleepy;sleepiness,sleeping
四,sleeve,,
四,slender,,
四,slice,,
四,slide,,
四,slight,slightly,
四,slim,,
四,slip,slippery;slipper,
四,slogan,,
四,slope,,
六,slot,,
四,slow,,slowly(COCA/初中)
六,slum,,
六,slump,,
四,small,,
四,smart,,
四,smartphone,,
四,smash,,
四,smell,smelly,
四,smile,,smiling
四,smog,smoggy,
四,smoke,smoky,smoker(高考);smoking
四,smooth,,smoothly
六,smuggle,smuggling;smuggler,
四,snack,,
六,snail,,
四,snake,,
六,snap,,
六,snatch,,
六,sneak,sneaker,
六,sniff,,
六,snob,snobbish,
四,snow,snowy,
四,so,,
四,soak,,
四,soap,,
四,soar,,
六,sob,,
六,sober/-re,,
四,so-called,,
四,soccer,,
四,socialism,socialist,
四,society,social;socialize/-ise;sociable,socially
四,sociology,sociologist,
四,sock,,
六,socket,,
四,soda,,
六,sodium,,
四,sofa,,
四,soft,soften,softly
四,software,,
四,soil,,
四,solar,,
四,soldier,,
四,sole,solely,
四,solemn,solemnity,
六,solicit,solicitor,
四,solid,solidity;solidify,
六,solidarity,,
六,solitary,solitude,
六,solo,,
四,solve,solution;solvent;soluble,
四,some,,
四,somebody,,
四,somehow,,
四,someone,,
四,something,,
四,sometime,,
四,sometimes,,
四,somewhat,,
四,somewhere,,
四,son,,
四,song,,
四,soon,,
六,soothe,,
四,sophisticated,sophistication,
四,sore,,
四,sorrow,sorrowful,
四,sorry,,
四,sort,,
四,soul,,
四,sound,,
四,soup,,
四,sour,,
四,source,,
四,south,southern,
四,southeast,southeastern,
四,southwest,southwestern,
四,souvenir,,
六,sovereign,sovereignty,
四,sow,,
四,space,spacious;spatial,
四,spaceship/spacecraft,,
四,spade,,
六,spaghetti,,
四,span,,
四,spare,sparingly,
四,spark,,
四,sparkle,,
四,speak,speaker,spoken(高考)
六,spear,,
四,special,specialize/-ise;specialization/-sation;specialist,specialized
六,specialty/speciality,,
四,species,,
四,specific,specifically,
四,specify,specification,
四,specimen,,
六,spectacle,spectacular,
六,spectator,,
六,spectrum,,
四,speculate,speculation;speculative,
四,speech,speechless,
四,speed,speedy;speeding,
四,spell,spelling,
四,spend,spending,
四,sphere,spherical,
六,spice,spicy,
六,spider,,
四,spill,,
四,spin,,
六,spine,spinal,
六,spiral,,
四,spirit,spiritual,spirituality
四,spit,,
四,spite,,
四,splash,,
四,splendid,splendo(u)r,
四,split,,
四,spoil,,
四,spokesman/spokeswoman,spokesperson,
六,sponge,spongy,
四,sponsor,sponsorship,
四,spontaneous,spontaneity,
四,spoon,spoonful,
四,sport,,sporting
四,sportsman/sportswoman,,
四,spot,,
六,spotlight,,
四,spouse,,
六,sprawl,,
四,spray,,
四,spread,,
四,spring,,
六,sprinkle,,
四,spur,,
四,spy,,
六,squad,,
四,square,,
四,squeeze,,
六,stab,,
四,stable,stability;stabilize/-ise,
四,stack,,
四,stadium,,
四,staff,,staffer
四,stage,,
六,stagger,,
六,stagnate,stagnation;stagnant,
四,stain,stainless,
四,stair,,
四,staircase,,
四,stake,,
四,stale,,
六,stalk,,
六,stall,,
六,stammer,,
四,stamp,,
六,stance,,
四,stand,,standing;stood
四,standard,standardize/-ise;standardization/-sation,standardized/-ised
六,standby,,
四,standpoint,,
六,staple,stapler,
四,star,starry,
四,stare,,
六,stark,,
四,start,starter,starting
四,startle,,
四,starve,starvation,
四,state,statement,
四,statesman,,
六,static,,
四,station,stationary,
六,stationery,,
四,statistic,statistical,statistics(高考);statistically
四,statue,,
四,status,,
六,statute,statutory,
四,stay,,
四,steady,steadily,
四,steak,,
四,steal,,
四,steam,steamy;steamer,
四,steel,,
四,steep,,
四,steer,,steering
四,stem,,
四,step,,
六,stereotype,,
六,stern,,
六,steward,stewardess,
四,stick,sticky,sticker
四,stiff,stiffen,
六,stifle,,
六,stigma,,
四,still,,
四,stimulate,stimulation;stimulus;stimulant,
四,sting,,
六,stipulate,stipulation,
四,stir,,
六,stitch,,
四,stock,,
四,stocking,,
四,stomach,,
四,stone,stony,
四,stool,,
六,stoop,,
四,stop,stoppage,
四,store,storage,
四,storey,,
四,storm,stormy,
四,story,,
六,stout,,
四,stove,,
四,straight,straighten,
四,straightforward,,
四,strain,,
六,strait,,
六,strand,,
四,strange,stranger,strangely
六,strangle,,
四,strap,,
四,strategy,strategic,strategist
四,straw,,
六,stray,,
六,streak,,
四,stream,,
六,streamline,,
四,street,,
四,stress,stressful,
四,stretch,,
四,strict,,strictly
四,stride,,
四,strike,striking,
四,string,,
四,strip,,
四,stripe,,
四,strive,,
四,stroke,,
六,stroll,,
四,strong,strength;strengthen,strongly
四,structure,structural,
四,struggle,,
六,stubborn,,
四,student,,
四,studio,,
四,study,,
四,stuff,stuffy;stuffing,
六,stumble,,
六,stump,,
六,stun,stunning,
四,stupid,stupidity,
六,sturdy,,
四,style,stylish,
四,subject,,
四,subjective,,
六,submarine,,
六,submerge,,
四,submit,submission;submissive,
六,subordinate,subordination,
六,subscribe,subscription;subscriber,
四,subsequent,,subsequently
六,subsidy,subsidize/-ise,
六,subsistence,,
四,substance,substantial,substantially
四,substitute,substitution,
六,subtle,subtlety,
四,subtract,subtraction,
四,suburb,suburban,
四,subway,,
四,succeed,successor;succession;successive,
四,success,successful,successfully
四,such,,
四,suck,,
四,sudden,suddenly,
六,sue,,
四,suffer,suffering,
六,suffice,,
四,sufficient,,sufficiently
四,sugar,,
四,suggest,suggestion;suggestive,
六,suicide,suicidal,
四,suit,suitable,
四,suitcase,,
六,suite,,
六,sulfur/sulphur,,
四,sum,,
四,summary,summarize/-ise,
四,summer,,
四,summit,,
六,summon,,
四,sun,sunny,
四,Sunday,,
四,sunlight,,
四,sunrise,,
四,sunset,,
四,sunshine,,
四,super,,
四,superb,,
四,superficial,,
六,superintendent,,
四,superior,superiority,
四,supermarket,,
六,superstition,superstitious,
四,supervise,supervision;supervisor,
四,supper,,
四,supplement,supplementary,
四,supply,supplier,
四,support,supportive;supporter,supporting
四,suppose,supposition;supposedly,supposed(COCA/初中);supposedly(COCA/托雅)
六,suppress,suppression;suppressive,
四,supreme,supremacy,Supreme
四,sure,,surely
四,surf,surfing,
四,surface,,
四,surge,,
四,surgery,surgical;surgeon,
四,surname,,
六,surpass,,
四,surplus,,
四,surprise,,surprised;surprising;surprisingly
四,surrender,,
四,surround,surroundings,surrounding(高考)
六,surveillance,,
四,survey,,
四,survive,survival;survivor,
六,susceptible,,
四,suspect,,suspected
四,suspend,suspension;suspense,
四,suspicion,suspicious,
四,sustain,sustainable;sustainability,sustained
四,swallow,,
六,swamp,,
六,swap,,
四,sway,,
四,swear,,
四,sweat,sweater,
四,sweep,,sweeping
四,sweet,,
四,swell,,
四,swift,,
四,swim,swimming;swimmer,
四,swing,,
四,swipe,,
四,switch,,
四,sword,,
四,symbol,symbolic(al),symbolize
六,symmetry,symmetric(al),
四,sympathy,sympathetic;sympathize/-ise,
六,symphony,,
六,symposium,,
四,symptom,,
六,syndicate,,
六,syndrome,,
六,synonym,,
六,synthesis,synthetic;synthesize/-ise,
四,system,systematic;systematically,
四,table,,
四,tablet,,
六,taboo,,
六,tack,,
四,tackle,,
六,tact,tactful,
六,tactic,,
四,tag,,
四,tail,,
四,tailor,,
四,take,,took
四,takeoff,,
四,tale,,
四,talent,talented,
四,talk,talkative,talking
四,tall,,
四,tame,,
六,tan,,
四,tangible,,
六,tangle,,
四,tank,,
六,tanker,,
四,tap,,
四,tape,,
四,target,,
六,tariff,,
四,task,,
四,taste,tasty,tasteless(高考)
四,tax,taxation,
四,taxi,,
四,tea,,
四,teach,teacher;teaching,
四,team,,teammate
四,tear,,
六,tease,,
四,technical,technician,technically
四,technique,,
四,technology/tech,technological,
四,tedious,,
四,teen,,
四,teenager,,teenage
四,telecommunications,,
四,telephone/phone/tel.,,phone
四,telescope,telescopic,
四,television/TV,,TV
四,tell,telling,told
四,teller,,
四,temper,,
六,temperament,,
四,temperature,,
四,temple,,
六,tempo,,
六,temporal,,
四,temporary,temporarily,
六,tempt,temptation,
四,ten,,tenth(高考)
六,tenant,,
四,tend,tendency,
四,tender,,
四,tennis,,
四,tense,tension,
四,tent,,
六,tentative,,
六,tenure,,
四,term,,terms(COCA/初中);long-term;short-term
四,terminal,,
六,terminate,termination,
六,terrace,,
六,terrain,,
四,terrible,terribly,
四,terrific,,
四,territory,territorial,
四,terror,terrify;terrorism;terrorist,
六,tertiary,,
四,test,,testing
六,testify,,
六,testimony,,
四,text,,
四,textbook,,
四,textile,,
六,texture,,
四,than,,
四,thank,thankful,thanks(COCA/初中)
四,Thanksgiving,,
四,that,,
四,the,,
四,theater/-tre,theatrical,
四,theft,,
四,their,,
四,theirs,,
四,them,,
四,theme,,
四,themselves,,
四,then,,
四,theory,theoretical,theorist
四,therapy,therapist;therapeutic(al),
四,there,,
四,thereby,,
四,therefore,,
六,thermal,,
四,thermometer,,
四,these,,
四,thesis,,
四,they,,
四,thick,,
四,thief,,
六,thigh,,
四,thin,,
四,thing,,
四,think,thinking,thinker
四,third,,
四,thirst,thirsty,
四,thirteen,,thirteenth(高考)
四,thirty,,thirtieth(高考)
四,this,,
六,thorn,thorny,
四,thorough,,thoroughly
四,those,,
四,though,,
四,thought,thoughtful,
四,thousand,,thousandth(高考)
四,thread,,
四,threat,threaten,
四,three,,
六,threshold,,
六,thrift,thrifty,
六,thrill,thriller,
四,thrive,,
四,throat,,
六,throne,,
四,through,,
四,throughout,,
四,throw,,
四,thrust,,
四,thumb,,
四,thunder,thunderous,
四,Thursday,,
四,thus,,
四,tick,,
四,ticket,,
六,tickle,,
四,tide,tidal,
四,tidy,,
四,tie,,
四,tiger,tigress,
四,tight,tighten,tightly
六,tile,,
四,till,,
六,tilt,,
四,timber,,
四,time,timely;timing,
六,timid,,
四,tin,,
四,tiny,,
四,tip,,
四,tire,tired;tiring;tireless;tiresome,
四,tissue,,
四,title,,
四,to,,
四,toast,,
四,tobacco,,
四,today,,
四,toe,,
四,together,,
六,toil,,
四,toilet,,
四,token,,
四,tolerate,tolerance;tolerant;tolerable,
四,toll,,
四,tomato,,
四,tomorrow,,
四,ton,tonnage,
四,tone,,
四,tongue,,
四,tonight,,
四,too,,
四,tool,,
四,tooth,,
四,top,,
四,topic,topical,
六,topple,,
四,torch,,
六,tornado,,
四,torture,,
四,toss,,
四,total,,totally
四,touch,,
四,tough,,
四,tour,tourism;tourist,
六,tournament,,
六,tow,,
四,toward(s),,towards
四,towel,,
四,tower,,
四,town,township,
六,toxic,,
四,toy,,
四,trace,,
四,track,,
六,tract,,
四,tractor,,
四,trade,,trading;trader
四,trademark,,
四,tradition,traditional,traditionally
四,traffic,trafficking,
四,tragedy,tragic;tragically,
四,trail,trailer,
四,train,trainer;trainee;training,
六,trait,,
四,tram,,
六,tranquil,tranquility,
四,transaction,,
六,transcend,,
四,transcript,,
四,transfer,transference,
四,transform,transformation,
六,transient,,
六,transistor,,
四,transit,,
六,transition,transitional,
四,translate,translation;translator,
四,transmit,transmission;transmitter,
四,transparent,transparency,
四,transplant,transplantation,
四,transport,transportation,
四,trap,,
四,trash,,
六,trauma,traumatic,
四,travel,travel(l)er,
四,tray,,
六,tread,,
四,treasure,,
六,treasury,treasurer,
四,treat,treatment,
四,treaty,,
四,tree,,
六,trek,,
四,tremble,,
四,tremendous,,
六,trench,,
四,trend,,
四,trial,,
四,triangle,triangular,
六,tribe,tribal,
六,tribune,,
六,tribute,,
四,trick,tricky,
六,trickle,,
四,trifle,,
四,trigger,,
六,trillion,,
六,trim,,
四,trip,,
四,triple,,
四,triumph,triumphant,
六,trivial,,
四,trolley/trolly,,trolleybus(高考)
四,troop,,
六,trophy,,
六,tropic,tropical,
四,trouble,troublesome,troubled
四,trousers,,
四,truck,,
四,true/,truly,
六,trumpet,,
四,trunk,,
四,trust,trustee,
四,truth,truthful,
四,try,trial;trying,
六,tub,,
四,tube,,
六,tuck,,
四,Tuesday,,
六,tug,,
四,tuition,,
六,tumble,,
四,tumo(u)r,,
四,tune,,
四,tunnel,,
六,turbulent,turbulence,
四,turkey,,
六,turmoil,,
四,turn,,turning(高考)
六,turnout,,
六,turnover,,
六,turtle,,
四,tutor,tutorial,
四,twelve,twelfth,
四,twenty,twentieth,twenty-one(高考);twenty-two(高考);twenty-three(高考);twenty-first(高考);twenty-second(高考);twenty-third(高考)
四,twice,,
四,twin,,
四,twist,,
四,two,,
四,type,typist,
四,typewriter,,
四,typical,,typically
四,tyre/tire,,
四,ugly,ugliness,
四,ultimate,ultimately,
六,ultra,,
四,umbrella,,
六,unanimous,,
四,uncertain,uncertainty,
四,uncle,,
四,uncover,,
四,under,,
四,undergo,,
四,undergraduate,,
四,underground,,
六,underlie,underlying,
四,underline,,
四,undermine,,
四,underneath,,
四,understand,understanding,
四,undertake,undertaking,
四,underwear,,
四,undo,,
四,undoubtedly,,
四,uneasy,,
四,unemployed,unemployment,
六,unfold,,
四,uniform,uniformity,
六,unify,unification,
六,unilateral,,
四,union,,
四,unique,,
四,unit,,
四,unite,unity,United(COCA/初中)
四,universe,universal,
四,university,,
六,unleash,,
四,unless,,
六,unprecedented,,
四,until,,
六,unveil,,
四,up,,
四,update,,
四,upgrade,,
六,uphold,,
四,upload,,
四,upon,,
四,upper,,
四,upright,,
六,uprising,,
四,upset,,
四,upstairs,,
四,up-to-date,,
四,upward,upwards,
六,uranium,,
四,urban,urbanize/-ise;urbanization/-sation,
四,urge,,
四,urgent,urgency,
六,urine,urinate,
四,us,,let's(=let us)
四,usage,,
四,use,user;useful;useless,
四,used,,
四,usual,usually,unusual(高考);unusually
四,utility,,
四,utilize/-ise,utilization/-sation,
四,utmost,,
四,utter,utterly,
四,vacant,vacancy,
四,vacation,,
六,vaccine,vaccinate;vaccination,
四,vacuum,,
四,vague,,
四,vain,vanity,
四,valid,validate;validity,
四,valley,,
四,value,valuable,
六,valve,,
四,van,,
四,vanish,,
四,vapo(u)r,,
四,various,variety,
四,vary,variation;variable;variant,invariable(研);variance;varying;varied
四,vast,,
四,vegetable,vegetarian,
六,vegetation,,
四,vehicle,,
四,veil,,
六,vein,,
六,velocity,,
六,velvet,,
四,vendor,,
六,vent,,
六,ventilate,ventilation,
四,venture,,
六,venue,,
四,verb,verbal,
六,verdict,,
六,verge,,
四,verify,verification,
六,versatile,,
六,verse,,
四,version,,
四,versus,,
四,vertical,,
四,very,,
四,vessel,,
六,vest,,
四,veteran,,
四,veto,,
四,via,,
六,viable,,
六,vibrate,vibration,vibrant
六,vice,,
六,vicinity,,
六,vicious,,
四,victim,victimize,
四,victory,victorious,
四,video,,
四,view,,viewer;viewing
四,viewpoint,,
四,vigor,vigorous,
四,village,villager,
四,vinegar,,
四,violate,violation,
四,violent,violence,
四,violin,violinist,
六,virgin,virginity,
四,virtual,virtually,
四,virtue,virtuous,
四,virus,,
四,visa,,
四,visible,visibility,
四,vision,visionary,envision
四,visit,visitor,visiting
四,visual,visualize/-ise,visually
四,vital,vitality,
四,vitamin,,
四,vivid,,
四,vocabulary,,
六,vocal,,
四,vocation,vocational,
六,vogue,,
四,voice,,
六,void,,
六,volatile,volatility,
四,volcano,volcanic,
四,volleyball,,
四,volt,voltage,
四,volume,voluminous,
四,volunteer,voluntary,
四,vote,voter,voting
六,voucher,,
六,vow,,
四,voyage,,
六,vulgar,,
四,vulnerable,vulnerability,
四,wage,,
四,wag(g)on,,
四,waist,,
四,wait,waiter;waitress,waiting
六,waive,waiver,
四,wake,waken,
四,walk,,walking
四,wall,,
四,wallet,,
四,wander,,
四,want,,
四,war,,
四,ward,,
六,wardrobe,,
四,ware,,
四,warehouse,,
四,warfare,,
四,warm,warmth,warming
四,warn,warning,
六,warrant,,
六,warranty,,
四,warrior,,
四,wary,,
四,wash,washing,
四,waste,wasteful,
四,watch,watchful,
四,water,,
四,waterproof,,
四,watertight,,
六,watt,,
四,wave,wavy,
四,wax,,
四,way,,
四,we,,
四,weak,weaken;weakness,
四,wealth,wealthy,
四,weapon,,
四,wear,,worn(高考)
六,weary,weariness,
四,weather,,
四,weave,,
四,web,,
四,webcast,,
四,website,,
四,wed,wedding,
六,wedge,,
四,Wednesday,,
四,weed,,
四,week,weekly,
四,weekday,,
四,weekend,,
四,weep,,
四,weigh,weight,
四,weird,,
四,welcome,,
四,welfare,,
四,well,,
四,well-being,,
四,well-known,,
四,well-off,,
四,west,western;westerner,
四,wet,,
四,whale,,
六,wharf,,
四,what,whatever;whatsoever,
四,wheat,,
四,wheel,,
四,when,whenever,
四,where,wherever,
六,whereabouts,,
四,whereas,,
六,whereby,,
四,whether,,
四,which,whichever,
四,while/whilst,,
四,whip,,
六,whirl,,
四,whiskey/whisky,,
四,whisper,,
四,whistle,,
四,white,,
四,who,whoever,
四,whole,wholly,
六,wholesale,,
六,wholesome,,
四,whom,,
四,whose,,
四,why,,
六,wicked,,
四,wide,width;widen,widely
四,widespread,,
四,widow,widower,
六,wield,,
四,wife,,
四,wild,,wildly
四,wilderness,,
四,wildlife,,
四,will,willing;willingness,won't(=will not);wouldn't(=would not);I'll(=I will);we'll(=we will);unwilling(高考)
四,willpower,,
四,win,winner,winning
四,wind,windy,
四,window,,
四,wine,winery,
四,wing,,
六,wink,,
四,winter,,
四,wipe,,
四,wire,wireless,
四,wise,wisdom,
四,wish,,
四,wit,witty,
六,witch,,
四,with,,
四,withdraw,withdrawal,
六,wither,,
六,withhold,,
四,within,,
四,without,,
四,withstand,,
四,witness,,
四,wolf,,
四,woman,,
四,wonder,wonderful,
四,wood,wooden,
四,wool,wool(l)en,
四,word,wording,
四,work,worker,works(COCA/初中);working;co-worker
四,workforce,,
四,workout,,
四,workshop,,
四,world,,
四,worldwide,,
四,worm,,
四,worry,worried,
四,worship,,
四,worth,worthless,
四,worthwhile,,
四,worthy,worthiness,
四,would,,
四,wound,,wounded
四,wrap,wrapping,
四,wreck,wreckage,
六,wrench,,
六,wrestle,wrestling,
六,wretched,,
四,wrinkle,,
四,wrist,,
四,write,writer;writing,wrote;written
四,wrong,,
四,X-ray,,x-ray
六,yacht,,
四,yard,,
六,yawn,,
四,year,yearly,
六,yearn,yearning,
四,yell,,
四,yellow,,
四,yes,yeah,
四,yesterday,,
四,yet,,
四,yield,,
四,yoga,,
四,yoghurt,,
四,you/ya,,
四,young,,
四,youngster,,
四,your,,
四,yours,,
四,yourself,yourselves,
四,youth,youthful,
六,zeal,zealous,
四,zero,,
六,zigzag,,
六,zip,zipper,
四,zone,,
四,zoo,,
四,zoology,zoological,
六,zoom,,
Fry,vowel,,
Fry,oh,,
Fry,syllable,,
Fry,consonant,,
Fry,suffix,,
Fry,fig,,
Fry,hoe,,
高考,airmail,,
高考,airspace,,
高考,armchair,,
高考,bathtub,,
高考,bean-curd,,
高考,bedroom,,
高考,bingo,,
高考,bungalow,,
高考,cassette,,
高考,cocoa,,
高考,coke,,
高考,crayon,,
高考,crossroads,,
高考,dumpling,,
高考,dustbin,,
高考,fingernail,,
高考,flashlight,,
高考,franc,,
高考,giraffe,,
高考,greengrocer,,
高考,haircut,,
高考,handbag,,
高考,handkerchief,,
高考,hardworking,,
高考,hometown,,
高考,human-being,,
高考,kangaroo,,
高考,lantern,,
高考,m(o)ustache,,
高考,mailbox,,
高考,maple,,
高考,minibus,,
高考,modem,,
高考,Moslem/=Muslim,,
高考,motherland,,
高考,motto,,
高考,Ms.(=Miss/Mrs),,
高考,mustard,,
高考,mutton,,
高考,offence,,
高考,offshore,,
高考,oilfield,,
高考,outspeak,outspoken,
高考,overweight,,
高考,paddle,,
高考,pancake,,
高考,paperwork,,
高考,part-time,,
高考,pineapple,,
高考,ping-pong,,
高考,popcorn,,
高考,punctuation,,
高考,quilt,,
高考,radium,,
高考,rainfall,,
高考,razor,,
高考,rectangle,,
高考,rewind,,
高考,rhyme,,
高考,rooster,,
高考,roundabout,,
高考,rugby,,
高考,scarf,,
高考,seagull,,
高考,seashell,,
高考,seaside,,
高考,seaweed,,
高考,shopkeeper,,
高考,sidewalk/sideroad,,
高考,silly,,
高考,skateboard,,
高考,sneeze,,
高考,sparrow,,
高考,squirrel,,
高考,strawberry,,
高考,sunburn/sunburnt,,
高考,table-tennis,,
高考,taxpayer,,
高考,teamwork,,
高考,teapot,,
高考,thermos,,
高考,thunderstorm,,
高考,timetable,,
高考,tomb,,
高考,toothache,,
高考,toothbrush,,
高考,toothpaste,,
高考,tortoise,,
高考,travel(l)er,,
高考,typhoon,,
高考,vase,,
高考,videophone,,
高考,wag,,
高考,waiting-room,,
高考,walnut,,
高考,washroom,,
高考,watermelon,,
高考,westward(s),,
高考,yummy,,
高考,zebra,,
小学,bobby,,
高中,air-conditioned,,
高中,alumnus,,
高中,anymore,,
高中,arcade,,
高中,aspirin,,
高中,bib,,
高中,booklet,,
高中,bridesmaid,,
高中,bridesman,,
高中,chairperson,,
高中,checklist,,
高中,cookery,,
高中,decode,,
高中,deforestation,,
高中,digitize,,
高中,etc.,,
高中,exhilarate/exhilarating,,
高中,firework,,
高中,hairdryer,,
高中,headphone,,
高中,holography,,
高中,homesick,,
高中,infrared,,
高中,karaoke,,
高中,lifetime,,
高中,magician,,
高中,magnate,,
高中,mania,,
高中,marrow,,
高中,mastermind,,
高中,metropolis,,
高中,mid,,
高中,mini,,
高中,miscellanea,,
高中,mischief,,
高中,mob,,
高中,monk,,
高中,monotone,,
高中,moped,,
高中,moss,,
高中,motorbike,,
高中,Negro,,
高中,newsreel,,
高中,nonstop,,
高中,nylon,,
高中,offish,,
高中,oilcan,,
高中,optimize,,
高中,outbid,,
高中,overboard,,
高中,overcast,,
高中,overdo,,
高中,overpass,,
高中,pajamas/pyjamas,,
高中,participle,,
高中,peacock,,
高中,pony,,
高中,puff,,
高中,puncture,,
高中,queer,,
高中,raindrop,,
高中,resound,,
高中,respectfully,,
高中,rouge,,
高中,seafood,,
高中,shampoo,,
高中,stereo,,
高中,swan,,
高中,temperate,,
高中,tiptoe,,
高中,twinkle,,
高中,underpass,,
高中,unearth,,
高中,Walkman,,
高中,waterfall,,
高中,whirlpool,,
高中,whitewash,,
高中,willow,,
高中,yogurt,,
高中,zookeeper,,
研纲,abdomen,,
研纲,abound,,
研纲,acrobat,,
研纲,adjoin,,
研纲,allegiance,,
研纲,arch(a)eology,,
研纲,aural,,
研纲,bosom,,
研纲,brim,,
研纲,brittle,,
研纲,brook,,
研纲,caress,,
研纲,chap,,
研纲,cherry,,
研纲,circumference,,
研纲,culprit,,
研纲,daunt,,
研纲,dissipate,,
研纲,ebb,,
研纲,embryo,,
研纲,feudal,,
研纲,footstep,,
研纲,fore,,
研纲,fume,,
研纲,gallop,,
研纲,grown,,
研纲,guild,,
研纲,highland,,
研纲,hormone,,
研纲,inhale,,
研纲,inlet,,
研纲,interface,,
研纲,inverse,,
研纲,jug,,
研纲,lapse,,
研纲,latent,,
研纲,lateral,,
研纲,Latin,,
研纲,loudspeaker,,
研纲,lumber,,
研纲,meditate,,
研纲,meditation,,
研纲,module,,
研纲,mosaic,,
研纲,neutron,,
研纲,obsolete,,
研纲,orchard,,
研纲,pail,,
研纲,pebble,,
研纲,physiology,,
研纲,piston,,
研纲,plaster,,
研纲,pneumonia,,
研纲,pope,,
研纲,preclude,,
研纲,prick,,
研纲,prophet,,
研纲,prudent,,
研纲,puppet,,
研纲,quartz,,
研纲,quench,,
研纲,racket,,
研纲,radius,,
研纲,rake,,
研纲,reclaim,,
研纲,recollect,,
研纲,redeem,,
研纲,reed,,
研纲,reptile,,
研纲,robe,,
研纲,rotary,,
研纲,ruby,,
研纲,salient,,
研纲,sane,,
研纲,seam,,
研纲,sham,,
研纲,shear,,
研纲,shilling,,
研纲,shutter,,
研纲,siren,,
研纲,slit,,
研纲,sly,,
研纲,snowstorm,,
研纲,sophomore,,
研纲,sprout,,
研纲,strenuous,,
研纲,strife,,
研纲,superfluous,,
研纲,supersonic,,
研纲,swarm,,
研纲,tar,,
研纲,telegram,,
研纲,telegraph,,
研纲,thereafter,,
研纲,torment,,
研纲,torrent,,
研纲,traitor,,
研纲,tramp,,
研纲,treason,,
研纲,turbine,,
研纲,ultraviolet,,
研纲,unload,,
研纲,violet,,
研纲,weld,,
研纲,wreath,,
研纲,zinc,,
教高,abbey,,
教高,abduct,,
教四,absorbed,,
教四,abstain,,
教六,accession,,
教高,accomplice,,
教高,acoustic,,
教高,acquit,,
教六,actuality,,
教高,additive,,
教高,adept,,
教高,adhesive,,
教高,adjourn,,
教六,administrate,,
教高,admiral,,
教高,adorn,,
教六,aerospace,,
教高,affinity,,
教六,afflict,,
教高,afresh,,
教四,afterwards,,
教四,aids,,
教高,airhostess,,
教高,airstrike,,
教四,airway,,
教四,aluminium,,
教六,ambush,,
教高,analogue,,
教六,analytical,,
教高,anarchist,,
教高,anthropologist,,
教高,antimissile,,
教高,antiquity,,
教四,anyhow,,
教高,appall,,
教高,apprehend,,
教四,april,,
教高,archaeologist,,
教高,archaeology,,
教高,arduous,,
教高,arid,,
教六,armour,,
教高,arsenal,,
教高,arson,,
教六,artful,,
教高,asthma,,
教高,auditory,,
教高,austere,,
教四,automobile,,
教四,axe,,
教高,bale,,
教高,bandit,,
教高,banish,,
教高,baptize,,
教高,barley,,
教高,barrack,,
教高,barricade,,
教高,bastard,,
教四,behaviour,,
教六,behavioural,,
教高,bellow,,
教高,benchmark,,
教高,bestow,,
教四,bible,,
教六,bilingual,,
教六,billboard,,
教高,billiard,,
教高,billow,,
教六,binder,,
教六,biomedical,,
教四,birthright,,
教高,blacksmith,,
教高,bladder,,
教高,bland,,
教高,blight,,
教高,bliss,,
教高,blister,,
教高,blockade,,
教高,blonde,,
教四,bloodshed,,
教高,blot,,
教高,blurt,,
教高,bog,,
教四,bookmark,,
教高,borough,,
教六,bottomless,,
教高,bounty,,
教高,bourgeois,,
教六,boyhood,,
教高,bracelet,,
教高,brawl,,
教六,breakage,,
教高,bristle,,
教六,broadband,,
教高,brokerage,,
教六,brotherly,,
教高,buddhism,,
教高,buddhist,,
教高,buff,,
教高,bulge,,
教高,bun,,
教高,bunk,,
教六,burdensome,,
教高,burrow,,
教高,bustle,,
教高,caffeine,,
教高,calamity,,
教高,canyon,,
教高,capitalize,,
教高,carcass,,
教六,carefree,,
教高,caretaker,,
教六,caring,,
教高,cartridge,,
教四,catalogue,,
教六,catholic,,
教高,cavalry,,
教高,cavern,,
教四,cdrom,,
教高,cedar,,
教六,cellular,,
教高,censure,,
